decade,genres,count
2010s,cork indie,2
2010s,coupe-decale,2
2010s,croatian hip hop,2
2010s,crust punk,2
2010s,czech classical,2
2010s,danish punk,2
2010s,dark jazz,2
2010s,deconstructed club,2
2010s,deep eurodance,2
2010s,deep german punk,2
2010s,deep liquid bass,2
2010s,deep melodic hard rock,2
2010s,deep southern soul,2
2010s,dinner jazz,2
2010s,disney svenska,2
2010s,doomcore,2
2010s,doujin,2
2010s,drill and bass,2
2010s,drill espanol,2
2010s,dunedin indie,2
2010s,early reggae,2
2010s,easycore,2
2010s,egyptian hip hop,2
2010s,electro trash,2
2010s,electroacoustic improvisation,2
2010s,emocore,2
2010s,epic doom,2
2010s,euskal indie,2
2010s,experimental guitar,2
2010s,experimental house,2
2010s,experimental r&b,2
2010s,experimental rock,2
2010s,experimental techno,2
2010s,experimental vocal,2
2010s,faroese indie,2
2010s,folklore panameno,2
2010s,folklore venezolano,2
2010s,fort worth indie,2
2010s,gabonese pop,2
2010s,galego,2
2010s,galician rock,2
2010s,georgian pop,2
2010s,german dnb,2
2010s,german electronica,2
2010s,german indie pop,2
2010s,german jazz,2
2010s,ghanaian alternative,2
2010s,gochiusa,2
2010s,gospel singers,2
2010s,gothic black metal,2
2010s,gothic post-punk,2
2010s,greek techno,2
2010s,grime brasileiro,2
2010s,guggenmusik,2
2010s,haitian dance,2
2010s,hard techno,2
2010s,hawaiian,2
2010s,hindustani classical,2
2010s,historically informed performance,2
2010s,hjemmesnekk,2
2010s,horrorcore,2
2010s,icelandic black metal,2
2010s,ilahiler,2
2010s,indian electronic,2
2010s,indian techno,2
2010s,indian underground rap,2
2010s,indie psych-pop,2
2010s,indie rockism,2
2010s,indie singer-songwriter,2
2010s,indonesian neo-psychedelia,2
2010s,indy indie,2
2010s,instrumental lullaby,2
2010s,instrumental rock,2
2010s,irish accordion,2
2010s,israeli jazz,2
2010s,italian baroque,2
2010s,italian blues,2
2010s,italian contemporary jazz,2
2010s,italian electronica,2
2010s,jamgrass,2
2010s,japanese boom bap,2
2010s,japanese girl punk,2
2010s,japanese house,2
2010s,jazz quartet,2
2010s,jazz tico,2
2010s,joropo,2
2010s,jump blues,2
2010s,kansai indie,2
2010s,kashmiri pop,2
2010s,kenyan alternative,2
2010s,korean classical performance,2
2010s,korean trap,2
2010s,kuduro,2
2010s,lagu bali,2
2010s,latinx alternative,2
2010s,lebanese indie,2
2010s,leipzig indie,2
2010s,little rock indie,2
2010s,lo-fi,2
2010s,louisville indie,2
2010s,louvor icm,2
2010s,love live,2
2010s,lund indie,2
2010s,mahraganat,2
2010s,makossa,2
2010s,mandible,2
2010s,melbourne indie,2
2010s,melodic black metal,2
2010s,metal mineiro,2
2010s,metal paranaense,2
2010s,mexican classical,2
2010s,microtonal,2
2010s,minimal dubstep,2
2010s,modern ska punk,2
2010s,modern uplift,2
2010s,mumbai indie,2
2010s,musica andina colombiana,2
2010s,musica capixaba,2
2010s,musica infantil catala,2
2010s,musica paranaense,2
2010s,musica potiguar,2
2010s,musica tradicional dominicana,2
2010s,musique acadienne,2
2010s,musique mariage algerien,2
2010s,musique peule,2
2010s,nashville hip hop,2
2010s,neo-kraut,2
2010s,neo-traditional bluegrass,2
2010s,neoclassicism,2
2010s,new orleans jazz,2
2010s,new york drill,2
2010s,nice indie,2
2010s,nitzhonot,2
2010s,nl folk,2
2010s,noise punk,2
2010s,north carolina indie,2
2010s,norwegian classical,2
2010s,norwegian house,2
2010s,norwegian space disco,2
2010s,nueva ola peruana,2
2010s,oaxaca indie,2
2010s,oc indie,2
2010s,olympia wa indie,2
2010s,orebro indie,2
2010s,orquestas de galicia,2
2010s,oulu indie,2
2010s,persian alternative,2
2010s,pet calming,2
2010s,pittsburgh indie,2
2010s,pokemon,2
2010s,polish indie rock,2
2010s,polish post-rock,2
2010s,polyphonies corses,2
2010s,pop ambient,2
2010s,power noise,2
2010s,prepared piano,2
2010s,progressive black metal,2
2010s,psalmen,2
2010s,psych gaze,2
2010s,psydub,2
2010s,punk galego,2
2010s,queercore,2
2010s,rap catarinense,2
2010s,rap liegeois,2
2010s,rap lyonnais,2
2010s,rap metal espanol,2
2010s,reading indie,2
2010s,riot grrrl,2
2010s,rock alagoano,2
2010s,rock alternatif francais,2
2010s,romanian folk,2
2010s,romantico,2
2010s,russian power metal,2
2010s,russian techno,2
2010s,ruta destroy,2
2010s,rva indie,2
2010s,sacramento hip hop,2
2010s,samba-jazz,2
2010s,san diego rap,2
2010s,san marcos tx indie,2
2010s,sanfona,2
2010s,scottish electronic,2
2010s,scottish techno,2
2010s,shabad,2
2010s,shimmer psych,2
2010s,sinaloa indie,2
2010s,slow game,2
2010s,solomon islands pop,2
2010s,sound team,2
2010s,southern china indie,2
2010s,spa,2
2010s,space age pop,2
2010s,spacewave,2
2010s,spiritual hip hop,2
2010s,straight-ahead jazz,2
2010s,streichquartett,2
2010s,surf music,2
2010s,swedish black metal,2
2010s,swedish hardcore,2
2010s,swedish heavy metal,2
2010s,swedish post-hardcore,2
2010s,swedish progressive metal,2
2010s,swiss jazz,2
2010s,swiss singer-songwriter,2
2010s,swiss techno,2
2010s,tahitian,2
2010s,taiwan classical performance,2
2010s,taiwan graduation song,2
2010s,tallava,2
2010s,technical black metal,2
2010s,technical death metal,2
2010s,terrorcore,2
2010s,texas blues,2
2010s,trap cristao,2
2010s,trap pesado,2
2010s,uilleann pipes,2
2010s,uk post-punk,2
2010s,ukhc,2
2010s,umea hardcore,2
2010s,us power metal,2
2010s,vegan straight edge,2
2010s,victorian britain,2
2010s,vietnamese pop,2
2010s,villancicos,2
2010s,vintage italian pop,2
2010s,vintage swedish pop,2
2010s,viral pop brasileiro,2
2010s,visor,2
2010s,warm drone,2
2010s,washington indie,2
2010s,welsh indie,2
2010s,western saharan folk,2
2010s,winnipeg hip hop,2
2010s,yaoi,2
2010s,zambian pop,2
2010s,abstract,1
2010s,acid jazz,1
2010s,acidcore,1
2010s,acoustic blues,1
2010s,acoustic guitar cover,1
2010s,african electronic,1
2010s,afrikaans gospel,1
2010s,ai,1
2010s,alaska indie,1
2010s,alt-idol,1
2010s,alte,1
2010s,alternative ccm,1
2010s,alternative metalcore,1
2010s,ambient fusion,1
2010s,american choir,1
2010s,american classical piano,1
2010s,american metalcore,1
2010s,anglican liturgy,1
2010s,anthem,1
2010s,appalachian folk,1
2010s,argentine jazz,1
2010s,arkansas hip hop,1
2010s,assyrian pop,1
2010s,atmospheric dnb,1
2010s,australian ambient,1
2010s,australian comedy,1
2010s,australian jazz,1
2010s,australian techno,1
2010s,austrian jazz,1
2010s,austrian metal,1
2010s,austrian techno,1
2010s,autonomous black metal,1
2010s,avant-garde metal,1
2010s,bahai,1
2010s,baithak gana,1
2010s,baltic black metal,1
2010s,baltimore hip hop,1
2010s,bandoneon,1
2010s,bansuri,1
2010s,basque folk,1
2010s,belgian black metal,1
2010s,belgian post-rock,1
2010s,bemani,1
2010s,berlin minimal techno,1
2010s,bible,1
2010s,birdsong,1
2010s,bisaya indie,1
2010s,bisrock,1
2010s,black death,1
2010s,black punk,1
2010s,black sludge,1
2010s,blackened deathcore,1
2010s,blackgaze,1
2010s,bloco,1
2010s,bornehistorier,1
2010s,bounce,1
2010s,braindance,1
2010s,brazilian classical,1
2010s,brazilian classical piano,1
2010s,brazilian hardcore,1
2010s,brazilian modern jazz,1
2010s,brazilian post-hardcore,1
2010s,brazilian ska,1
2010s,british death metal,1
2010s,british jazz,1
2010s,british post-rock,1
2010s,broken beat,1
2010s,buffalo ny metal,1
2010s,c86,1
2010s,cabaret,1
2010s,cambodian pop,1
2010s,cameroonian hip hop,1
2010s,cameroonian pop,1
2010s,canadian blues,1
2010s,canadian comedy,1
2010s,canadian indie folk,1
2010s,canadian indigenous,1
2010s,canadian indigenous hip hop,1
2010s,candomble,1
2010s,canti alpini,1
2010s,caracas indie,1
2010s,carimbo,1
2010s,carnatic instrumental,1
2010s,caucasian classical piano,1
2010s,cedm,1
2010s,chennai indie,1
2010s,chill baile,1
2010s,chill out,1
2010s,chill-out trance,1
2010s,chinese classical,1
2010s,chinese folk,1
2010s,chinese instrumental,1
2010s,chopped and screwed,1
2010s,christian dance,1
2010s,cincinnati indie,1
2010s,cincinnati rap,1
2010s,classic konkani pop,1
2010s,classic persian pop,1
2010s,classical accordion,1
2010s,classical bass,1
2010s,classical trumpet,1
2010s,comptine africaine,1
2010s,connecticut hardcore,1
2010s,covertrance,1
2010s,cowpunk,1
2010s,croatian electronic,1
2010s,croatian folk,1
2010s,crossover prog,1
2010s,cuento infantile,1
2010s,cumbia funk,1
2010s,cumbia lagunera,1
2010s,dabke,1
2010s,danish electro,1
2010s,danish indie,1
2010s,dansei seiyu,1
2010s,darbuka,1
2010s,death 'n' roll,1
2010s,deathgrass,1
2010s,deathgrind,1
2010s,deathrock,1
2010s,deathstep,1
2010s,deep adult standards,1
2010s,deep ambient,1
2010s,deep brazilian pop,1
2010s,deep classic garage rock,1
2010s,deep comedy,1
2010s,deep deep tech house,1
2010s,deep discofox,1
2010s,deep east coast hip hop,1
2010s,deep idm,1
2010s,deep indie rock,1
2010s,deep melodic metalcore,1
2010s,deep neo-synthpop,1
2010s,deep norteno,1
2010s,deep northern soul,1
2010s,deep smooth jazz,1
2010s,deep vocal house,1
2010s,deep vocal jazz,1
2010s,delta blues,1
2010s,derby indie,1
2010s,detroit rock,1
2010s,dirty texas rap,1
2010s,disney russian,1
2010s,djent,1
2010s,dombra,1
2010s,dresden indie,1
2010s,drone rock,1
2010s,dub brasileiro,1
2010s,dublin indie,1
2010s,duluth indie,1
2010s,dusseldorf indie,1
2010s,dutch blues,1
2010s,dutch experimental,1
2010s,dutch idol pop,1
2010s,dutch moombahton,1
2010s,dutch musical,1
2010s,early music choir,1
2010s,early music ensemble,1
2010s,early synthpop,1
2010s,electronica venezuela,1
2010s,erotica,1
2010s,essex indie,1
2010s,ethio-jazz,1
2010s,experimental dub,1
2010s,experimental indie rock,1
2010s,experimental jazz,1
2010s,family gospel,1
2010s,faroese rock,1
2010s,finnish choir,1
2010s,finnish classical,1
2010s,finnish contemporary classical,1
2010s,finnish folk,1
2010s,finnish hardcore,1
2010s,finnish progressive rock,1
2010s,flute rock,1
2010s,fluxwork,1
2010s,fo jing,1
2010s,folclore portugues,1
2010s,folk siciliana,1
2010s,folklore chileno,1
2010s,forro instrumental,1
2010s,french oi,1
2010s,french stoner rock,1
2010s,french worship,1
2010s,funeral doom,1
2010s,fussball,1
2010s,future ambient,1
2010s,gaian doom,1
2010s,gainesville indie,1
2010s,galante era,1
2010s,gamecore,1
2010s,garage pop,1
2010s,garage punk,1
2010s,georgian alternative,1
2010s,georgian electronic,1
2010s,german classical piano,1
2010s,german pagan metal,1
2010s,german post-rock,1
2010s,german shoegaze,1
2010s,german stoner rock,1
2010s,german street punk,1
2010s,goa psytrance,1
2010s,gospel reggae,1
2010s,gothic alternative,1
2010s,gothic americana,1
2010s,gotlandsk musik,1
2010s,greek black metal,1
2010s,greenlandic pop,1
2010s,grindcore,1
2010s,grisly death metal,1
2010s,guam indie,1
2010s,guatemalan metal,1
2010s,guinean pop,1
2010s,guitarra clasica,1
2010s,gulf hip hop,1
2010s,hammond organ,1
2010s,hardcore breaks,1
2010s,heavy gothic rock,1
2010s,heavy psych,1
2010s,hengelliset laulut,1
2010s,hindustani instrumental,1
2010s,hindustani vocal,1
2010s,hip hop boliviano,1
2010s,histoire pour enfants,1
2010s,house argentino,1
2010s,idaho indie,1
2010s,indie emo,1
2010s,indie punk,1
2010s,indonesian death metal,1
2010s,indonesian deathcore,1
2010s,indonesian emo rap,1
2010s,indorock,1
2010s,irish dance,1
2010s,irish neo-traditional,1
2010s,israeli metal,1
2010s,israeli punk,1
2010s,italian classical piano,1
2010s,italian folk,1
2010s,italian jazz fusion,1
2010s,italian metal,1
2010s,italian soprano,1
2010s,italogaze,1
2010s,jacksonville indie,1
2010s,jangle pop,1
2010s,japanese beats,1
2010s,japanese bedroom pop,1
2010s,japanese choir,1
2010s,japanese edm,1
2010s,japanese experimental,1
2010s,japanese melodic punk,1
2010s,japanese piano,1
2010s,japanese post-rock,1
2010s,japanese vtuber,1
2010s,japanese worship,1
2010s,jazz catala,1
2010s,jazz clarinet,1
2010s,jazz colombiano,1
2010s,jazz trio,1
2010s,jewish cantorial,1
2010s,khmer,1
2010s,kinderchor,1
2010s,kindie rock,1
2010s,klezmer,1
2010s,korean jazz,1
2010s,korean mask singer,1
2010s,korean superband,1
2010s,korean worship,1
2010s,kurdish rock,1
2010s,lafayette indie,1
2010s,lagu aceh,1
2010s,language,1
2010s,latin ska,1
2010s,latin surf rock,1
2010s,latvian metal,1
2010s,lexington ky indie,1
2010s,libyan pop,1
2010s,lithuanian metal,1
2010s,lldm,1
2010s,lo-fi cover,1
2010s,lustrum,1
2010s,makina,1
2010s,maloya,1
2010s,mantra,1
2010s,marathi hip hop,1
2010s,martial industrial,1
2010s,massage,1
2010s,mathcore,1
2010s,mathgrind,1
2010s,mbira,1
2010s,medieval,1
2010s,melodic progressive metal,1
2010s,men's choir,1
2010s,metal guitar,1
2010s,metal uruguayo,1
2010s,miami bass,1
2010s,middle east hip hop,1
2010s,modern jangle pop,1
2010s,modern jazz trio,1
2010s,modern performance,1
2010s,modern string quartet,1
2010s,modern swing,1
2010s,musica baiana,1
2010s,musica calabrese,1
2010s,musica crista reformada,1
2010s,musica eletronica gospel,1
2010s,musica jibara,1
2010s,musica lombarda,1
2010s,musica rondoniense,1
2010s,musica sinfonica,1
2010s,musica sul-mato-grossense,1
2010s,musica yucateca,1
2010s,musical advocacy,1
2010s,musicas espiritas,1
2010s,musique ancienne,1
2010s,musique concrete,1
2010s,musique touareg,1
2010s,muzica populara,1
2010s,música pitiusa,1
2010s,neo honky tonk,1
2010s,neo-trad doom metal,1
2010s,neo-traditional country,1
2010s,neofolk,1
2010s,neotango,1
2010s,nepali indie,1
2010s,nepali pop,1
2010s,neue deutsche todeskunst,1
2010s,neurostep,1
2010s,new comedy,1
2010s,new england emo,1
2010s,new jersey punk,1
2010s,new mexico music,1
2010s,new orleans funk,1
2010s,new york death metal,1
2010s,newcastle nsw indie,1
2010s,nordic classical piano,1
2010s,nordic contemporary classical,1
2010s,northern irish punk,1
2010s,norwegian blues,1
2010s,norwegian folk,1
2010s,norwegian jazz,1
2010s,norwegian prog,1
2010s,novelty,1
2010s,nyhc,1
2010s,nz hardcore,1
2010s,oberkrainer,1
2010s,oceania soundtrack,1
2010s,odia bhajan,1
2010s,odia pop,1
2010s,orgcore,1
2010s,ottawa indie,1
2010s,palestinian pop,1
2010s,paraguayan indie,1
2010s,persian hip hop,1
2010s,persian rock,1
2010s,pinoy edm,1
2010s,png pop,1
2010s,poetry,1
2010s,polish contemporary classical,1
2010s,polish death metal,1
2010s,polish folk metal,1
2010s,pony,1
2010s,pop paraguayo,1
2010s,popgaze,1
2010s,portland metal,1
2010s,portland punk,1
2010s,portuguese contemporary classical,1
2010s,portuguese metal,1
2010s,post-black metal,1
2010s,post-disco soul,1
2010s,post-post-hardcore,1
2010s,power electronics,1
2010s,poznan indie,1
2010s,pretty rhythm,1
2010s,prog metal,1
2010s,progressive metalcore,1
2010s,psybass,1
2010s,psychokore,1
2010s,psytech,1
2010s,puerto rican folk,1
2010s,punk colombiano,1
2010s,punk rock italiano,1
2010s,punk ska,1
2010s,punk tico,1
2010s,purple sound,1
2010s,quatuor a cordes,1
2010s,quebec death metal,1
2010s,raggatek,1
2010s,rap capixaba,1
2010s,rap nortista,1
2010s,rap paraguayo,1
2010s,rap romantico,1
2010s,reading,1
2010s,reggae mexicano,1
2010s,remix product,1
2010s,rhythm game,1
2010s,rochester mn indie,1
2010s,rock campineiro,1
2010s,rock catracho,1
2010s,rock cearense,1
2010s,rock paraibano,1
2010s,rock piauiense,1
2010s,russian death metal,1
2010s,russian experimental electronic,1
2010s,russian folk,1
2010s,russian folk metal,1
2010s,russian orchestra,1
2010s,russian viral rap,1
2010s,samba gospel,1
2010s,sambass,1
2010s,scottish hip hop,1
2010s,scottish jazz,1
2010s,scratch,1
2010s,serialism,1
2010s,sevilla indie,1
2010s,shojo,1
2010s,shred,1
2010s,singaporean indie,1
2010s,ska jazz,1
2010s,skramz,1
2010s,slack-key guitar,1
2010s,slc indie,1
2010s,sludge metal,1
2010s,solipsynthm,1
2010s,son cubano,1
2010s,sotalaulut,1
2010s,soukous,1
2010s,souldies,1
2010s,south carolina indie,1
2010s,south carolina metal,1
2010s,southampton indie,1
2010s,southern metal,1
2010s,spanish classical piano,1
2010s,spanish electronic,1
2010s,spanish electropop,1
2010s,spanish indie rock,1
2010s,steel guitar,1
2010s,stomp and whittle,1
2010s,street punk,1
2010s,sungura,1
2010s,suomisaundi,1
2010s,supergroup,1
2010s,swancore,1
2010s,swedish blues,1
2010s,swedish doom metal,1
2010s,swedish fiddle,1
2010s,swedish prog,1
2010s,swedish psychedelic rock,1
2010s,swiss punk,1
2010s,sydney indie,1
2010s,synth funk,1
2010s,synth punk,1
2010s,talentos brasileiros,1
2010s,tamaulipas indie,1
2010s,tamborazo,1
2010s,tamil devotional,1
2010s,tango cancion,1
2010s,technical groove metal,1
2010s,technical melodic death metal,1
2010s,telugu devotional,1
2010s,telugu hip hop,1
2010s,telugu indie,1
2010s,telugu worship,1
2010s,tempe indie,1
2010s,texas latin rap,1
2010s,therapy,1
2010s,tijuana indie,1
2010s,togolese pop,1
2010s,tongan pop,1
2010s,traditional blues,1
2010s,traditional british folk,1
2010s,traditional english folk,1
2010s,traditional folk,1
2010s,traditional reggae,1
2010s,traditional scottish folk,1
2010s,traditional soul,1
2010s,trap colombiano,1
2010s,trap cristiano,1
2010s,trekkspill,1
2010s,trot,1
2010s,tuareg guitar,1
2010s,tulsa indie,1
2010s,tunisian pop,1
2010s,turkish post-punk,1
2010s,uk post-hardcore,1
2010s,uk rockabilly,1
2010s,uk82,1
2010s,utah indie,1
2010s,vintage chanson,1
2010s,vintage gospel,1
2010s,vintage hollywood,1
2010s,vintage jazz,1
2010s,vintage tango,1
2010s,virginia metal,1
2010s,vocal ensemble,1
2010s,volkstumliche musik,1
2010s,wellington indie,1
2010s,welsh hip hop,1
2010s,west african jazz,1
2010s,west end,1
2010s,west virginia indie,1
2010s,wind symphony,1
2010s,worcester ma indie,1
2010s,world devotional,1
2010s,yodeling,1
2010s,yuri,1
2010s,zen,1
2010s,zim hip hop,1
2010s,zim urban groove,1
2010s,zimdancehall,1
2010s,zurich indie,1
2020s,pop,1679
2020s,trap latino,1618
2020s,latin,1507
2020s,reggaeton,1409
2020s,dance pop,1108
2020s,post-teen pop,1016
2020s,pop dance,798
2020s,reggaeton colombiano,782
2020s,edm,730
2020s,tropical,685
2020s,progressive house,638
2020s,trance,595
2020s,latin hip hop,580
2020s,progressive trance,549
2020s,pop rap,533
2020s,uplifting trance,521
2020s,tropical house,511
2020s,rap,469
2020s,pop urbaine,464
2020s,french hip hop,426
2020s,reggaeton flow,397
2020s,russian hip hop,394
2020s,italian hip hop,365
2020s,latin pop,358
2020s,rap francais,353
2020s,trap,337
2020s,italian pop,320
2020s,canadian pop,318
2020s,j-pop,315
2020s,polish hip hop,314
2020s,electropop,310
2020s,francoton,307
2020s,melodic rap,298
2020s,turkish trap pop,285
2020s,czsk hip hop,275
2020s,german hip hop,274
2020s,desi pop,270
2020s,dutch hip hop,255
2020s,danish pop,243
2020s,hip hop,243
2020s,k-pop,237
2020s,electro house,227
2020s,polish trap,226
2020s,finnish dance pop,224
2020s,funk carioca,221
2020s,greek trap,220
2020s,dutch rap pop,218
2020s,russian trap,218
2020s,turkish hip hop,213
2020s,uk pop,213
2020s,israeli pop,206
2020s,mandopop,200
2020s,trap italiana,199
2020s,dutch pop,197
2020s,swedish pop,196
2020s,colombian pop,187
2020s,greek hip hop,184
2020s,thai pop,182
2020s,danish hip hop,177
2020s,finnish pop,177
2020s,norwegian pop,177
2020s,finnish hip hop,175
2020s,modern rock,175
2020s,pop rock,175
2020s,south african pop,175
2020s,progressive uplifting trance,174
2020s,bulgarian pop,173
2020s,cantopop,171
2020s,regional mexican,167
2020s,alt z,164
2020s,urbano espanol,163
2020s,turkish trap,162
2020s,nuevo regional mexicano,159
2020s,filmi,155
2020s,modern bollywood,155
2020s,rock,154
2020s,southern hip hop,153
2020s,slap house,152
2020s,swedish hip hop,152
2020s,greek pop,151
2020s,dutch trance,150
2020s,r&b,148
