decade,genres,count
1990s,norwegian classical,7
1990s,norwegian doom metal,7
1990s,nu skool breaks,7
1990s,olympia wa indie,7
1990s,orthodox chant,7
1990s,oud,7
1990s,pop violin,7
1990s,portuguese indie,7
1990s,psychill,7
1990s,punk tico,7
1990s,punta rock,7
1990s,rap cristiano,7
1990s,russian orchestra,7
1990s,south african alternative,7
1990s,south carolina hip hop,7
1990s,synth punk,7
1990s,theme,7
1990s,tin pan alley,7
1990s,vintage jazz,7
1990s,zydeco,7
1990s,ambient black metal,6
1990s,antideutsche,6
1990s,atmospheric black metal,6
1990s,atmospheric dnb,6
1990s,aussie emo,6
1990s,austrian classical piano,6
1990s,baltic folk,6
1990s,bandinhas,6
1990s,bandolim,6
1990s,bardcore,6
1990s,bergamo indie,6
1990s,bernu dziesmas,6
1990s,breton folk,6
1990s,canadian blues,6
1990s,carnatic instrumental,6
1990s,chicago punk,6
1990s,chinese singer-songwriter,6
1990s,chinese worship,6
1990s,city pop,6
1990s,classical contralto,6
1990s,classical countertenor,6
1990s,classical oboe,6
1990s,colombian hardcore,6
1990s,coupe-decale,6
1990s,cumbia salvadorena,6
1990s,danish electronic,6
1990s,dansk lovsang,6
1990s,deep contemporary country,6
1990s,deep new wave,6
1990s,deep norteno,6
1990s,deep soft rock,6
1990s,dessin anime,6
1990s,detroit house,6
1990s,dragspel,6
1990s,drumfunk,6
1990s,dungeon synth,6
1990s,finnish folk,6
1990s,finnish hardcore,6
1990s,folktronica,6
1990s,football,6
1990s,galego,6
1990s,galician folk,6
1990s,german thrash metal,6
1990s,griot,6
1990s,hamburger schule,6
1990s,highlife,6
1990s,hurdy-gurdy,6
1990s,idaho indie,6
1990s,indie jazz,6
1990s,indonesian jazz,6
1990s,japanese post-hardcore,6
1990s,japanese vocal jazz,6
1990s,jazz metal,6
1990s,jazz venezolano,6
1990s,k-rock,6
1990s,kinderliedjies,6
1990s,komedi,6
1990s,latin afrobeat,6
1990s,magyar kabare,6
1990s,mallet,6
1990s,medieval,6
1990s,molam,6
1990s,neo r&b,6
1990s,oi,6
1990s,oktoberfest,6
1990s,oulu indie,6
1990s,parody,6
1990s,persian traditional,6
1990s,perth indie,6
1990s,pops orchestra,6
1990s,progressive trance,6
1990s,puerto rican folk,6
1990s,rap portuense,6
1990s,riddim,6
1990s,sarod,6
1990s,sesotho pop,6
1990s,son cubano,6
1990s,street punk espanol,6
1990s,string folk,6
1990s,technical black metal,6
1990s,tolkien metal,6
1990s,traditional ska,6
1990s,trekkspill,6
1990s,ugandan pop,6
1990s,viola,6
1990s,zouglou,6
1990s,acousmatic,5
1990s,acoustic punk,5
1990s,alaska indie,5
1990s,assamese pop,5
1990s,australian talent show,5
1990s,barbadian pop,5
1990s,bayerischer rap,5
1990s,beach music,5
1990s,belgian metal,5
1990s,blues mexicano,5
1990s,bomba y plena,5
1990s,boston punk,5
1990s,bouncy house,5
1990s,british comedy,5
1990s,british post-rock,5
1990s,burundian pop,5
1990s,canadian old school hip hop,5
1990s,cello,5
1990s,charanga,5
1990s,cosmic american,5
1990s,cowpunk,5
1990s,drift,5
1990s,duranguense,5
1990s,ecuadorian alternative rock,5
1990s,electro latino,5
1990s,electroclash,5
1990s,environmental,5
1990s,faroese pop,5
1990s,finnish classical,5
1990s,frankfurt electronic,5
1990s,funky breaks,5
1990s,funky tech house,5
1990s,german heavy metal,5
1990s,german jazz,5
1990s,german opera,5
1990s,ghent indie,5
1990s,greek folk,5
1990s,greek punk,5
1990s,grunge pop,5
1990s,gundam,5
1990s,hard house,5
1990s,hauntology,5
1990s,hip hop quebecois,5
1990s,hong kong tv drama,5
1990s,indie electronica,5
1990s,indonesian hip hop,5
1990s,industrial hip hop,5
1990s,instrumental surf,5
1990s,irish flute,5
1990s,italian folk,5
1990s,italian mezzo-soprano,5
1990s,italian trance,5
1990s,japanese classical piano,5
1990s,japanese jazz fusion,5
1990s,jazz mexicano,5
1990s,jump up,5
1990s,k-indie,5
1990s,klezmer,5
1990s,louvor icm,5
1990s,madrigal,5
1990s,makina,5
1990s,malay rap,5
1990s,mashup,5
1990s,medieval ensemble,5
1990s,mevlevi sufi,5
1990s,musica catarinense,5
1990s,musicas espiritas,5
1990s,musique ancienne,5
1990s,muzica crestina,5
1990s,neo-rockabilly,5
1990s,northwest china indie,5
1990s,norwegian hip hop,5
1990s,outsider house,5
1990s,paisley underground,5
1990s,pittsburgh rock,5
1990s,polish metal,5
1990s,psychedelic doom,5
1990s,queercore,5
1990s,rabindra sangeet,5
1990s,romanian classical piano,5
1990s,russian romance,5
1990s,scandipop,5
1990s,scottish folk,5
1990s,shaabi,5
1990s,ska espanol,5
1990s,slap house,5
1990s,souldies,5
1990s,spanish post-punk,5
1990s,spanish rockabilly,5
1990s,symphonic death metal,5
1990s,thrash core,5
1990s,tibetan mantra,5
1990s,toronto indie,5
1990s,trikiti,5
1990s,uppsala indie,5
1990s,vocal ensemble,5
1990s,yugoslav new wave,5
1990s,african-american classical,4
1990s,algerian folk,4
1990s,american primitive,4
1990s,atlanta metal,4
1990s,azeri pop,4
1990s,balfolk,4
1990s,bassline,4
1990s,bay area indie,4
1990s,belgian contemporary classical,4
1990s,belgian dance,4
1990s,belgian jazz,4
1990s,boogie-woogie,4
1990s,brass ensemble,4
1990s,brazilian ska,4
1990s,brega romantico,4
1990s,british black metal,4
1990s,bulgarian indie,4
1990s,campursari,4
1990s,canadian classical piano,4
1990s,canadian electronic,4
1990s,canadian psychedelic,4
1990s,canadian punk,4
1990s,chicago indie,4
1990s,chicano punk,4
1990s,chillwave,4
1990s,chinese minyao,4
1990s,chinese traditional,4
1990s,classic dubstep,4
1990s,classic nepali pop,4
1990s,classic sinhala pop,4
1990s,classical horn,4
1990s,comedy rock,4
1990s,concepcion indie,4
1990s,contemporary choir,4
1990s,contemporary classical piano,4
1990s,cosmic post-rock,4
1990s,croatian indie,4
1990s,cueca chilena,4
1990s,czsk reggae,4
1990s,danish indie,4
1990s,desi hip hop,4
1990s,drone folk,4
1990s,dusseldorf electronic,4
1990s,dutch metal,4
1990s,dutch punk,4
1990s,eurovision,4
1990s,finnish hip hop,4
1990s,folklore paraguayo,4
1990s,garage punk,4
1990s,garhwali pop,4
1990s,german choir,4
1990s,gospel italiano,4
1990s,greek swing,4
1990s,hands up,4
1990s,hard stoner rock,4
1990s,hard trance,4
1990s,hardcore breaks,4
1990s,harmonica jazz,4
1990s,hindi hip hop,4
1990s,historic orchestral performance,4
1990s,hungarian choir,4
1990s,icelandic hip hop,4
1990s,indian violin,4
1990s,irish accordion,4
1990s,irish contemporary classical,4
1990s,islamic recitation,4
1990s,italian renaissance,4
1990s,japanese worship,4
1990s,jazz harp,4
1990s,koligeet,4
1990s,korean worship,4
1990s,kyushu indie,4
1990s,latvian hip hop,4
1990s,metal colombiano,4
1990s,mexican son,4
1990s,neo metal,4
1990s,neo-pagan,4
1990s,neomelodici,4
1990s,nepali pop,4
1990s,new tribe,4
1990s,nordic ambient,4
1990s,nz metal,4
1990s,orquesta tipica,4
1990s,outsider,4
1990s,pet calming,4
1990s,piano blues,4
1990s,progressive jazz fusion,4
1990s,psychedelic punk,4
1990s,psychedelic soul,4
1990s,punta,4
1990s,ragtime,4
1990s,rap euskera,4
1990s,rare groove,4
1990s,recorder,4
1990s,reggae mexicano,4
1990s,renaissance,4
1990s,rhode island indie,4
1990s,rockabilly en espanol,4
1990s,samoan pop,4
1990s,sefardi,4
1990s,sitar,4
1990s,steampunk,4
1990s,swedish dancehall,4
1990s,swedish indie pop,4
1990s,swedish synthpop,4
1990s,tamburica,4
1990s,technical thrash,4
1990s,tuna,4
1990s,uilleann pipes,4
1990s,vancouver metal,4
1990s,veena,4
1990s,via,4
1990s,viking folk,4
1990s,vintage norwegian pop,4
1990s,vispop,4
1990s,vlaamse rap,4
1990s,vogue,4
1990s,wellington indie,4
1990s,welsh indie,4
1990s,west-vlaamse hip hop,4
1990s,western swing,4
1990s,wonky,4
1990s,xhosa,4
1990s,zespol dzieciecy,4
1990s,alpine yodeling,3
1990s,alternative emo,3
1990s,american shoegaze,3
1990s,anarcho-punk,3
1990s,andean flute,3
1990s,argentine jazz,3
1990s,austin singer-songwriter,3
1990s,avant-garde metal,3
1990s,azonto,3
1990s,baroque violin,3
1990s,bay area hip hop,3
1990s,botswana pop,3
1990s,brazilian power metal,3
1990s,cambridge choir,3
1990s,canadian post-rock,3
1990s,canberra indie,3
1990s,cancion infantil mexicana,3
1990s,celtic harp,3
1990s,chaabi marocain,3
1990s,chant basque,3
1990s,cimbalova muzika,3
1990s,cleveland metal,3
1990s,cologne electronic,3
1990s,corsican folk,3
1990s,dark black metal,3
1990s,deep brazilian pop,3
1990s,deep east coast hip hop,3
1990s,deep progressive trance,3
1990s,deep smooth jazz,3
1990s,deep soul house,3
1990s,deep sunset lounge,3
1990s,dreamgaze,3
1990s,dutch punk rock,3
1990s,experimental guitar,3
1990s,finnish black metal,3
1990s,finnish doom metal,3
1990s,folclor afrocolombiano,3
1990s,free improvisation,3
1990s,french baroque,3
1990s,french contemporary classical,3
1990s,funk mexicano,3
1990s,gaita,3
1990s,german oi,3
1990s,goa trance,3
1990s,gospel blues,3
1990s,greek jazz,3
1990s,gregorian chant,3
1990s,hamburg indie,3
1990s,hungarian contemporary classical,3
1990s,indonesian bamboo,3
1990s,instrumental post-rock,3
1990s,israeli folk,3
1990s,italian classical piano,3
1990s,j-ambient,3
1990s,j-pop girl group,3
1990s,japanese concert band,3
1990s,japanese electronic,3
1990s,japanese idm,3
1990s,jazz rock,3
1990s,kantele,3
1990s,kapa haka,3
1990s,kentucky metal,3
1990s,korean old school hip hop,3
1990s,korean ost,3
1990s,lgbtq+ hip hop,3
1990s,livetronica,3
1990s,mexican metal,3
1990s,minimal tech house,3
1990s,minneapolis punk,3
1990s,modern enka,3
1990s,moravian folk,3
1990s,musica afroperuana,3
1990s,musica de fondo,3
1990s,musica infantil catala,3
1990s,nashville singer-songwriter,3
1990s,native american flute,3
1990s,neapolitan funk,3
1990s,neo-trad metal,3
1990s,new french touch,3
1990s,new york death metal,3
1990s,noel quebecois,3
1990s,norwegian experimental,3
1990s,norwegian folk,3
1990s,odia bhajan,3
1990s,okc indie,3
1990s,old school hard trance,3
1990s,old school nederhop,3
1990s,old school uk hip hop,3
1990s,piano mpb,3
1990s,pinoy praise,3
1990s,pinoy traditional,3
1990s,pokemon,3
1990s,polish folk,3
1990s,pop catracho,3
1990s,progressive power metal,3
1990s,protest folk,3
1990s,psychedelic folk,3
1990s,punk catala,3
1990s,queer country,3
1990s,quran,3
1990s,rap cristao,3
1990s,rap df,3
1990s,reggae rock,3
1990s,reggae tico,3
1990s,russelater,3
1990s,russian reggae,3
1990s,ryukyu ongaku,3
1990s,sacramento hip hop,3
1990s,san diego rap,3
1990s,scottish singer-songwriter,3
1990s,semba,3
1990s,serialism,3
1990s,sinhala pop,3
1990s,sound team,3
1990s,spiritual jazz,3
1990s,sufi chant,3
1990s,super sentai,3
1990s,swedish classical,3
1990s,swedish contemporary classical,3
1990s,swedish fiddle,3
1990s,swedish prog,3
1990s,swedish psychedelic rock,3
1990s,swing revival,3
1990s,taiwanese indie,3
1990s,tamil worship,3
1990s,thai hip hop,3
1990s,tone,3
1990s,trash rock,3
1990s,trio huasteco,3
1990s,turkish reggae,3
1990s,uk dancehall,3
1990s,uk hip hop,3
1990s,uk worship,3
1990s,ukrainian indie,3
1990s,v-pop,3
1990s,victorian britain,3
1990s,vietnamese pop,3
1990s,violao classico,3
1990s,waiata maori,3
1990s,accordeon,2
1990s,acoustic rock,2
1990s,aggrotech,2
1990s,alternative roots rock,2
1990s,ambient trance,2
1990s,american oi,2
1990s,amharic pop,2
1990s,argentine hip hop,2
1990s,asbury park indie,2
1990s,bal-musette,2
1990s,balkan classical piano,2
1990s,baltic classical piano,2
1990s,baps,2
1990s,barockinterpreten,2
1990s,baroque singing,2
1990s,bass house,2
1990s,bass music,2
1990s,baton rouge rap,2
1990s,beatboxing,2
1990s,belgian modern jazz,2
1990s,benga,2
1990s,bergen indie,2
1990s,black comedy,2
1990s,blasmusik,2
1990s,bongo flava,2
1990s,brass band,2
1990s,bristol indie,2
1990s,british brass band,2
1990s,british experimental,2
1990s,canadian modern jazz,2
1990s,canadian pop punk,2
1990s,chaabi algerien,2
1990s,chill guitar,2
1990s,chinese metal,2
1990s,cimbalom,2
1990s,classic konkani pop,2
1990s,classic tunisian pop,2
1990s,classical baritone,2
1990s,cologne indie,2
1990s,cook islands pop,2
1990s,coral gospel,2
1990s,crack rock steady,2
1990s,cymraeg,2
1990s,czech classical piano,2
1990s,danish classical,2
1990s,danish contemporary classical,2
1990s,danish metal,2
1990s,danish modern jazz,2
1990s,danish post-punk,2
1990s,dark cabaret,2
1990s,dc hardcore,2
1990s,deep eurodance,2
1990s,deep g funk,2
1990s,deep new americana,2
1990s,deep punk rock,2
1990s,deep soundtrack,2
1990s,detskie rasskazy,2
1990s,dfw rap,2
1990s,dhrupad,2
1990s,disney norsk,2
1990s,djent,2
1990s,dreamo,2
1990s,dub metal,2
1990s,dutch indie rock,2
1990s,dutch jazz,2
1990s,edmonton indie,2
1990s,electroacoustic composition,2
1990s,etherpop,2
1990s,ethiopian pop,2
1990s,euroska,2
1990s,eventyr,2
1990s,experimental dub,2
1990s,finnish edm,2
1990s,finnish electro,2
1990s,finnish heavy metal,2
1990s,finnish jazz,2
1990s,folclore portugues,2
1990s,french metal,2
1990s,garage pop,2
1990s,garage rock revival,2
1990s,german electronica,2
1990s,gospel reggae,2
1990s,grand rapids indie,2
1990s,guitarra clasica,2
1990s,guitarra portuguesa,2
1990s,hamilton on indie,2
1990s,hardingfele,2
1990s,himalayan folk,2
1990s,horror punk brasileiro,2
1990s,horrorcore,2
1990s,illbient,2
1990s,indian folk,2
1990s,indian rock,2
1990s,indie deutschrap,2
1990s,indie folk italiano,2
1990s,indie platense,2
1990s,indie rock italiano,2
1990s,indie salvadoreno,2
1990s,indie tico,2
1990s,instrumental stoner rock,2
1990s,irish ballad,2
1990s,irish banjo,2
1990s,irish classical,2
1990s,israeli indie,2
1990s,israeli metal,2
1990s,italian lounge,2
1990s,italian soprano,2
1990s,japanese emo,2
1990s,japanese prog,2
1990s,japanese ska,2
1990s,japanese techno,2
1990s,jazzy dnb,2
1990s,jewish a capella,2
1990s,jug band,2
1990s,junior songfestival,2
1990s,kannada pop,2
1990s,kaseko,2
1990s,kc indie,2
1990s,kelowna bc indie,2
1990s,kids dance party,2
1990s,klapa,2
1990s,korean classical piano,2
1990s,korean metal,2
1990s,krautrock,2
1990s,latin soundtrack,2
1990s,latin surf rock,2
1990s,malaysian metal,2
1990s,marimba de guatemala,2
1990s,medway sound,2
1990s,metal gaucho,2
1990s,metal salvadoreno,2
1990s,metalcore,2
1990s,minnesota hip hop,2
1990s,modern performance,2
1990s,mongolian folk,2
1990s,montenegrin pop,2
1990s,musica antigua,2
1990s,musica etnica,2
1990s,musica evangelica instrumental,2
1990s,musica mocambicana,2
1990s,musica potosina,2
1990s,musica valenciana,2
1990s,musique concrete,2
1990s,musique peule,2
1990s,neo-synthpop,2
1990s,noise punk,2
1990s,nordic contemporary classical,2
1990s,nordic soundtrack,2
1990s,norsk lovsang,2
1990s,north carolina metal,2
1990s,north east england indie,2
1990s,novelty,2
1990s,nuevo folklore mexicano,2
1990s,ny roots,2
1990s,nz reggae,2
1990s,oaxaca indie,2
1990s,one-person band,2
1990s,persian rock,2
1990s,pinoy indie,2
1990s,pirate,2
1990s,polca paraguaya,2
1990s,polish jazz,2
1990s,polynesian hip hop,2
1990s,polyphonies corses,2
1990s,pontian folk,2
1990s,pop house,2
1990s,pop urbaine,2
1990s,porro,2
1990s,portland punk,2
1990s,progressive alternative,2
1990s,quebec punk,2
1990s,ragga jungle,2
1990s,rap francais,2
1990s,rap montrealais,2
1990s,rap sardegna,2
1990s,rap underground mexicano,2
1990s,raw techno,2
1990s,roots americana,2
1990s,russian hardcore,2
1990s,russian jazz,2
1990s,russian old school hip hop,2
1990s,ruta destroy,2
1990s,sci-fi metal,2
1990s,scottish fiddle,2
1990s,scottish techno,2
1990s,siberian folk,2
1990s,singaporean singer-songwriter,2
1990s,sinhala rap,2
1990s,skiffle,2
1990s,sotalaulut,2
1990s,spanish jazz,2
1990s,speedcore,2
1990s,spirituals,2
1990s,spytrack,2
1990s,streichquartett,2
1990s,string band,2
1990s,strut,2
1990s,swedish electronic,2
1990s,swedish hardcore,2
1990s,swedish post-hardcore,2
1990s,swiss country,2
1990s,swiss singer-songwriter,2
1990s,technical groove metal,2
1990s,thai teen pop,2
1990s,throat singing,2
1990s,tibetan traditional,2
1990s,toronto rap,2
1990s,tunisian pop,2
1990s,turkish experimental,2
1990s,tzadik,2
1990s,uk dub,2
1990s,uk house,2
1990s,ukrainian hip hop,2
1990s,umea hardcore,2
1990s,university choir,2
1990s,uzbek pop,2
1990s,vancouver punk,2
1990s,vegan straight edge,2
1990s,vienna indie,2
1990s,vietnamese bolero,2
1990s,villancicos,2
1990s,vintage finnish jazz,2
1990s,virginia punk,2
1990s,warrington indie,2
1990s,yoik,2
1990s,21st century classical,1
1990s,abstract hip hop,1
1990s,acid techno,1
1990s,afrikaans folk,1
1990s,afro psych,1
1990s,alabama indie,1
1990s,ambient fusion,1
1990s,ambient industrial,1
1990s,american choir,1
1990s,american metalcore,1
1990s,armenian folk,1
1990s,armenian pop,1
1990s,atmospheric post-metal,1
1990s,atmospheric sludge,1
1990s,australian classical piano,1
1990s,australian hip hop,1
1990s,austrian choir,1
1990s,austrian hip hop,1
1990s,bagpipe marching band,1
1990s,balinese traditional,1
1990s,bangladeshi indie,1
1990s,bangladeshi rock,1
1990s,baroque brass,1
1990s,bass trip,1
1990s,bath indie,1
1990s,belgian classical piano,1
1990s,bemani,1
1990s,bhojpuri pop,1
1990s,big room,1
1990s,black punk,1
1990s,bluegrass fiddle,1
1990s,bohemian baroque,1
1990s,boogie,1
1990s,brazilian classical piano,1
1990s,brazilian contemporary classical,1
1990s,brazilian emo,1
1990s,brazilian rockabilly,1
1990s,breakcore,1
1990s,brostep,1
1990s,calypso,1
1990s,cameroonian hip hop,1
1990s,canadian comedy,1
1990s,canadian hip hop,1
1990s,canadian indigenous,1
1990s,canadian soundtrack,1
1990s,cantaditas,1
1990s,cantautor catala,1
1990s,canterbury scene,1
1990s,capoeira,1
1990s,cathedral choir,1
1990s,chakra,1
1990s,chechen pop,1
1990s,chicago hardcore,1
1990s,children's story,1
1990s,chinese classical,1
1990s,chinese folk,1
1990s,chinese soundtrack,1
1990s,circus,1
1990s,classic japanese jazz,1
1990s,classical mandolin,1
1990s,classical piano duo,1
1990s,classical piano trio,1
1990s,classical trombone,1
1990s,college marching band,1
1990s,comptine,1
1990s,contemporary folk,1
1990s,contrabass,1
1990s,country boogie,1
1990s,croatian hip hop,1
1990s,cumbia funk,1
1990s,cumbia paraguaya,1
1990s,cyber metal,1
1990s,dakke dak,1
1990s,dangdut remix,1
1990s,danish death metal,1
1990s,danish experimental,1
1990s,danish techno,1
1990s,dark ambient,1
1990s,dark electro,1
1990s,deathgrind,1
1990s,deathrock,1
1990s,deep acoustic pop,1
1990s,deep ccm,1
1990s,deep classic garage rock,1
1990s,deep deep house,1
1990s,deep free jazz,1
1990s,deep freestyle,1
1990s,deep hardcore punk,1
1990s,deep jazz fusion,1
1990s,deep latin alternative,1
1990s,deep liquid,1
1990s,deep psychobilly,1
1990s,deep space rock,1
1990s,derby indie,1
1990s,detskie pesni,1
1990s,doujin,1
1990s,drill,1
1990s,drone metal,1
1990s,dub poetry,1
1990s,dubsteppe,1
1990s,dusseldorf indie,1
1990s,dutch blues,1
1990s,dutch death metal,1
1990s,dutch edm,1
1990s,dutch experimental electronic,1
1990s,dutch folk,1
1990s,dutch underground hip hop,1
1990s,early reggae,1
1990s,early synthpop,1
1990s,eastern bloc groove,1
1990s,edinburgh metal,1
1990s,emocore,1
1990s,epic doom,1
1990s,erhu,1
1990s,ethio-jazz,1
1990s,eugene indie,1
1990s,experimental ambient,1
1990s,experimental hip hop,1
1990s,family gospel,1
1990s,fast melodic punk,1
1990s,finlandssvenska musik,1
1990s,finnish electronic,1
1990s,finnish rockabilly,1
1990s,finnish worship,1
1990s,flute rock,1
1990s,folclore castilla y leon,1
1990s,folk black metal,1
1990s,folklore chileno,1
1990s,folklore nuevo argentino,1
1990s,folklore veracruzano,1
1990s,franco-flemish school,1
1990s,french experimental rock,1
1990s,french techno,1
1990s,funeral doom,1
1990s,funk evangelico,1
1990s,future garage,1
1990s,future rock,1
1990s,gaian doom,1
1990s,garage rock mexicano,1
1990s,german house,1
1990s,german indie pop,1
1990s,german post-rock,1
1990s,german rockabilly,1
1990s,ghettotech,1
1990s,glitch pop,1
1990s,go-go,1
1990s,goralski,1
1990s,gothic post-punk,1
1990s,grave wave,1
1990s,greek clarinet,1
1990s,greek trap,1
1990s,gwoka,1
1990s,gypsy fusion,1
1990s,haitian dance,1
1990s,halifax indie,1
1990s,hammered dulcimer,1
1990s,haur kantak,1
1990s,himachali pop,1
1990s,hip hop cubano,1
1990s,historic classical performance,1
1990s,historic piano performance,1
1990s,historical keyboard,1
1990s,indian jazz,1
1990s,indie canario,1
1990s,indie emo,1
1990s,indie rock peruano,1
1990s,indie veneto,1
1990s,irish neo-traditional,1
1990s,italian baritone,1
1990s,italian classical guitar,1
1990s,italian contemporary jazz,1
1990s,italian gothic,1
1990s,italian gothic metal,1
1990s,italian jazz fusion,1
1990s,japanese girl punk,1
1990s,japanese melodic punk,1
1990s,japanese psychedelic,1
1990s,japanese soul,1
1990s,jazz chileno,1
1990s,jazz flute,1
1990s,jazz house,1
1990s,jordanian pop,1
1990s,kashmiri pop,1
1990s,knoxville indie,1
1990s,kora,1
1990s,kosovan folk,1
1990s,kundalini,1
1990s,landler,1
1990s,latino comedy,1
1990s,lesotho traditional,1
1990s,libyan pop,1
1990s,lithuanian folk,1
1990s,lo-fi emo,1
1990s,lund indie,1
1990s,lute,1
1990s,macedonian folk,1
1990s,malaysian tamil pop,1
1990s,maracatu,1
1990s,mathcore,1
1990s,mexican death metal,1
1990s,mexican pop punk,1
1990s,middle eastern traditional,1
1990s,military band,1
1990s,minimal dub,1
1990s,modern alternative rock,1
1990s,modern big band,1
1990s,modern cello,1
1990s,modern jazz trio,1
1990s,music hall,1
1990s,musica angolana,1
1990s,musica blumenauense,1
1990s,musica gaucha,1
1990s,musica goiana,1
1990s,musica occitana,1
1990s,musica paraibana,1
1990s,musica piemonteisa,1
1990s,musique mandingue,1
1990s,nagpuri pop,1
1990s,native american contemporary,1
1990s,native american spiritual,1
1990s,navajo,1
1990s,neotango,1
1990s,new comedy,1
1990s,new zealand classical,1
1990s,norges stemme,1
1990s,north carolina roots,1
1990s,northern irish punk,1
1990s,norwegian choir,1
1990s,norwegian psychedelic,1
1990s,nu age,1
1990s,nursery,1
1990s,nwothm,1
1990s,nyahbinghi,1
1990s,nz folk,1
1990s,nz hip hop,1
1990s,oceania soundtrack,1
1990s,okinawan folk,1
1990s,otacore,1
1990s,oxford choir,1
1990s,paracana,1
1990s,persian alternative,1
1990s,philly indie,1
1990s,piada,1
1990s,pibroch,1
1990s,polish death metal,1
1990s,polish thrash metal,1
1990s,pop edm,1
1990s,post-disco soul,1
1990s,post-doom metal,1
1990s,post-metal,1
1990s,power blues-rock,1
1990s,prog metal,1
1990s,progressive sludge,1
1990s,progressive uplifting trance,1
1990s,psychedelic blues-rock,1
1990s,puerto rican rock,1
1990s,punk euskera,1
1990s,quebec death metal,1
1990s,rap catala,1
1990s,reggae peruano,1
1990s,reggaeton cristiano,1
1990s,ritual ambient,1
1990s,rock progressif francais,1
1990s,romanian trap,1
1990s,russian choir,1
1990s,sami,1
1990s,schweizer rap,1
1990s,scottish gaelic folk,1
1990s,scottish metal,1
1990s,scratch,1
1990s,seattle metal,1
1990s,second line,1
1990s,sega,1
1990s,sega mauricien,1
1990s,seiyu,1
1990s,senegalese traditional,1
1990s,sertanejo gospel,1
1990s,skramz,1
1990s,slayer,1
1990s,son cubano clasico,1
1990s,son jarocho,1
1990s,space ambient,1
1990s,spanish baroque,1
1990s,spanish blues,1
1990s,spanish progressive rock,1
1990s,spanish renaissance,1
1990s,stateside dnb,1
1990s,steelpan,1
1990s,street band,1
1990s,sundanese traditional,1
1990s,svensk indie,1
1990s,swedish synth,1
1990s,swiss metal,1
1990s,swiss reggae,1
1990s,taiwan classical performance,1
1990s,technical deathcore,1
1990s,technical melodic death metal,1
1990s,tekno,1
1990s,texas pop punk,1
1990s,texas punk,1
1990s,thai folk,1
1990s,therapy,1
1990s,tibetan pop,1
1990s,trad quebecois,1
1990s,traditional southern folk,1
1990s,trap cristao,1
1990s,triangle indie,1
1990s,tucson indie,1
1990s,uk alternative hip hop,1
1990s,uk dnb,1
1990s,uk rockabilly,1
1990s,ukrainian classical piano,1
1990s,umea indie,1
1990s,uruguayan indie,1
1990s,vancouver indie,1
1990s,venezuelan indie,1
1990s,vintage rockabilly,1
1990s,viola da gamba,1
1990s,virginia metal,1
1990s,volkstumliche musik,1
1990s,welsh folk,1
1990s,west african jazz,1
1990s,wind ensemble,1
1990s,world meditation,1
2000s,latin,3067
2000s,dance pop,3007
2000s,filmi,2488
2000s,pop,2179
2000s,mandopop,2169
2000s,rock en espanol,2167
2000s,rock,2121
2000s,latin pop,2092
2000s,j-pop,2069
2000s,c-pop,2066
2000s,tropical,1924
2000s,latin rock,1798
2000s,latin alternative,1796
2000s,sufi,1644
2000s,pop rap,1619
2000s,alternative metal,1595
2000s,hip hop,1573
2000s,desi pop,1563
2000s,rap,1479
2000s,pop rock,1457
2000s,europop,1438
2000s,urban contemporary,1423
2000s,modern bollywood,1400
2000s,regional mexican,1379
2000s,nu metal,1352
2000s,post-teen pop,1263
2000s,ranchera,1256
2000s,modern rock,1228
2000s,j-rock,1189
2000s,argentine rock,1143
2000s,r&b,1134
2000s,turkish pop,1114
2000s,j-poprock,1104
2000s,spanish pop,1077
2000s,cantopop,1076
2000s,permanent wave,996
2000s,latin hip hop,961
2000s,alternative rock,950
2000s,indonesian pop,948
2000s,corrido,942
2000s,taiwan pop,939
2000s,gangster rap,905
2000s,hip pop,892
2000s,italian adult pop,891
2000s,adult standards,888
2000s,thai pop,858
2000s,laiko,822
2000s,neo mellow,792
2000s,sertanejo,785
2000s,icelandic pop,782
2000s,sertanejo universitario,782
2000s,czech rock,778
2000s,tamil pop,777
2000s,greek pop,768
2000s,opm,767
2000s,classic bollywood,754
2000s,mellow gold,754
2000s,turkish folk,749
2000s,classic mandopop,732
2000s,mpb,729
2000s,french pop,728
2000s,pagode,718
2000s,classic icelandic pop,711
2000s,soft rock,699
2000s,mexican pop,695
2000s,latin arena pop,692
2000s,neo soul,688
2000s,reggaeton,680
2000s,slovak pop,677
2000s,classic rock,669
2000s,russian rock,663
2000s,chanson,657
2000s,southern hip hop,653
2000s,pop punk,647
2000s,suomi rock,645
2000s,post-grunge,634
2000s,classic italian pop,632
2000s,indie rock,631
2000s,classic israeli pop,616
2000s,norteno,610
2000s,classic j-pop,599
2000s,swedish pop,597
2000s,brazilian rock,594
2000s,finnish pop,587
2000s,classic swedish pop,583
2000s,trap latino,573
2000s,cantautor,568
2000s,rock nacional,559
2000s,cumbia villera,556
2000s,arabesk,553
2000s,iskelma,552
2000s,folk rock,545
2000s,axe,539
2000s,east coast hip hop,528
2000s,thai rock,523
2000s,electronica,507
2000s,eurodance,507
2000s,brill building pop,488
2000s,danish pop,484
2000s,classic thai pop,479
2000s,rock uruguayo,476
2000s,german pop,475
2000s,country,472
2000s,trap,471
2000s,dutch rock,470
2000s,turkish rock,469
2000s,hardcore hip hop,467
2000s,salsa,465
